"bgreporthash","monitoring_title","monitoring_year","monitoring_reference"
"c03ec40e40e4ede4dedb99b8d7479923","Projeto de Avaliação da Interação entre a Avifauna e a Rede de Transporte e Distribuição de Energia Elétrica dos Açores (2007-2008)",2009,"http://centropriolo.spea.pt/fotos/editor2/relatorio_avifauna_transportes.pdf"
"c03ec40e40e4ede4dedb99b8d7479923","Atlas do Priolo: Programa de monitorização realizado de 4 em 4 anos com o objetivo de avaliar o estado atual da população de Priolo (distribuição e abundância)",2008,"http://lifepriolo.spea.pt/fotos/editor2/f6_life_priolo_spea.pdf"
"c03ec40e40e4ede4dedb99b8d7479923","Estudo com RADAR das Populações nidificantes de Aves marinhas no Corvo. Relatório não Publicado. Oeiras",2010,"https://docs.google.com/file/d/0B7oQsdlYzifdQlpERkhGcHh4dm8/edit?usp=drive_web&pli=1"
"28601ee5d42963e2d27387bbb7b71619","Monitorizarea națională de iarnă a păsărilor acvatice 2008 - 2013",2013,"http://old.sor.ro/index_IWC.htm"
"28601ee5d42963e2d27387bbb7b71619","Monitorizarea păsărilor comune 2008 - 2013",2013,"http://monitoring.sor.ro/descrierea_programului.htm"
"28601ee5d42963e2d27387bbb7b71619","Monitoringul național al populațiilor de păsări de pe lista națională de referință penru raportare pe Art 12 Directiva Păsări 2012 - 2014",2013,"Sistemul national de gestiune si monitorizare a speciilor de pasari din România în baza articolului 12 din Directiva Pasari” Centrul Național de Dezvoltare Durabilă (CNDD), Societatea Ornitologică Română (SOR/BirdLife Romania) și Asociația de Protecția Păsărilor și a Naturii “Grupul Milvus” http://www.ncsd.ro/monitorizare_pasari_ro.html"
"28601ee5d42963e2d27387bbb7b71619","Monitoringul populațiilor de păsări din România",2008,"Desemnarea Ariilor de Importanță Avifaunistică din România – Important Bird Areas in Romania Societatea Ornitologică Română (SOR/BirdLife Romania) și Asociația de Protecția Păsărilor și a Naturii “Grupul Milvus” Papp T., Fântână C. Editori (2008) – Ariile de Importanță Avifaunistică din România – publicație comună a Societății Ornitologice Române și a Asociației “Grupul Milvus”"
"28601ee5d42963e2d27387bbb7b71619","Sistemul naţional de gestiune şi monitorizare a speciilor de păsări din România în baza art. 12 din Directiva Păsări",2013,"Art. 12 reporting. Web page and publication under progress. Draft information at http://www.ncsd.ro/monitorizare_pasari_ro.html"
"28601ee5d42963e2d27387bbb7b71619","Planul Național de Acțiune pentru Pelecanus crispus în 2010",2010,"http://www.sor.ro/ro/proiecte/Salvati-pelicanul-cret-in-Delta-Dunarii.html"
"28601ee5d42963e2d27387bbb7b71619","Planurile Naționale de Acțiune pentru Aythya Nyroca și Phalacrocorax pygmeus",2012,"http://romania.panda.org/ce_facem/specii/rata_rosie/"
"28601ee5d42963e2d27387bbb7b71619","Elaborarea Planului Național de Acțiune pentru Aquila Pomarina",2013,"http://pomarina.ro/"
"28601ee5d42963e2d27387bbb7b71619","Monitoringul populațiilor de păsări din România (IBA)",2008,"Papp T., Fântână C. Editori (2008) – Ariile de Importanță Avifaunistică din România – publicație comună a Societății Ornitologice Române și a Asociației “Grupul Milvus”"
"3416ce2c11fd86f32f2212985a933069","Partial monitoring system BIOTA - yearly monitoring of selected bird species (birds of prey and Ciconia ciconia)",2008,"http://www.sopsr.sk/index.php?page=infoservis/biota"
"3416ce2c11fd86f32f2212985a933069","Winter monitoring of bird species",2011,"Slabeyová K., Ridzoň J., Karaska D., Topercer J. & Darolová A. 2011: Správa zo zimného sčítania vodného vtáctva na Slovensku 2009/10, SOS/BirdLife Slovensko, Bratislava, 160 s. http://www.vtaky.sk/stranka/95-Zimne-scitanie.html"
"3416ce2c11fd86f32f2212985a933069","Monitoring of common species",2011,"http://www.vtaky.sk/stranka/97-Scitanie-beznych-druhov.html"
"3416ce2c11fd86f32f2212985a933069","Monitoring of breeding water birds",2013,"http://www.vtaky.sk/stranka/96-Hniezdne-scitanie.html"
"3416ce2c11fd86f32f2212985a933069","Monitoring of Ciconia ciconia",2013,"http://www.bociany.sk/nestcards"
"3416ce2c11fd86f32f2212985a933069","Online web monitoring of selected species (occassionaly birds)",2013,"http://www.kukaj.sk/"
"3416ce2c11fd86f32f2212985a933069","New complex Web site for collecting distribution data on birds in preparation (final version in march 2014)",2013,"http://www.biomonitoring.sk"
"3f1a7e034f5936a929079be84b668345","Monitoring populacij izbranih vrst ptic - vmesno poročilo",2008,"Rubinić B. in sod. (2008): Monitoring populacij izbranih vrst ptic - rezultati popisov v spomladanski sezoni 2008. Vmesno poročilo. DOPPS, Ljubljana. 60 str. In digitalne priloge. http://www.natura2000.gov.si/uploads/tx_library/Monitring_ptice_2008_vmesno_porocilo.pdf"
"3f1a7e034f5936a929079be84b668345","Monitoring populacij izbranih ciljnih vrst ptic - zimsko štetje vodnih ptic 2002-2008 - končno poročilo",2008,"Božič L. (2008): Monitoring populacij izbranih ciljnih vrst ptic - zimsko štetje vodnih ptic 2002 - 2008. Končno poročilo. DOPPS, Maribor, 167 str. In digitalne priloge. http://www.natura2000.gov.si/fileadmin/user_upload/Knjiznjica/raziskave/IWC_DOPPS_20002-2008.pdf"
"3f1a7e034f5936a929079be84b668345","Monitoring splošno razširjenih vrst ptic v letu 2008 za določitev slovenskega indeksa ptic kmetijske krajine - poročilo",2008,"Božič L. in sod (2008): Monitoring splošno razširjenih vrst ptic v letu 2008 za določitev slovenskega indeksa ptic kmetijske krajine - poročilo. DOPPS. Maribor, 164 str. http://www.natura2000.gov.si/fileadmin/user_upload/Knjiznjica/Studije/FBI_porocilo_2008.pdf"
"3f1a7e034f5936a929079be84b668345","Monitoring populacij izbranih vrst ptic - končno poročilo",2009,"Rubinić B. in sod. (2009): Monitoring populacij izbranih vrst ptic - končno poročilo. DOPPS, Ljubljana, 28 str. In digitalne priloge. http://www.natura2000.gov.si/uploads/tx_library/Monitoring_ptic_09_Koncno.pdf"
"3f1a7e034f5936a929079be84b668345","Monitoring populacij izbranih vrst ptic - rezultati popisov v spomladanski sezoni 2009",2009,"Rubinić B. in sod. (2009): Monitoring populacij izbranih vrst ptic - rezultati popuisov v spomladanski sezoni 2009 - vmesno poročilo. DOPPS, Ljubljana, 58 str."
"3f1a7e034f5936a929079be84b668345","Monitoring splošno razširjenih vrst ptic v letu 2009 za določitev slovenskega indeksa ptic kmetijske krajine - končno poročilo",2009,"Figelj J. in sod. (2009): Monitoring splošno razširjenih vrst ptic v letu 2009 za določitev slovenskega indeksa ptic kmetijske krajine - končno poročilo. DOPPS, Ljubljana, 68 str. In digitalne priloge."
"3f1a7e034f5936a929079be84b668345","Monitoring populacij izbranih vrst ptic - rezultati zimskega štetja vodnih ptic 2009, rezultati popisa preletov ujed v jesenski sezoni 2008",2009,"Božič L. in Rubinić B (2009): Monitoring populacij izbranih vrst ptic - rezultati zimskega štetja vodnih ptic 2009, rezultati popisa preletov ujed v jesenski sezoni 2008 - drugo vmesno poročilo. DOPPS, Ljubljana, 35 str. In digitalne priloge. http://www.natura2000.gov.si/uploads/tx_library/Drugo_vmesno_porocilo_2009.pdf"
"3f1a7e034f5936a929079be84b668345","Monitoring populacij izbranih vrst ptic - popis gnezdilk in spremljanje preleta ujed spomladi 2010 - delno poročilo",2010,"Denac K. in sod. (2010): Monitoring populacij izbranih vrst ptic - popis gnezdilk in spremljanje preleta ujed spomladi 2010 - delno poročilo. DOPPS, Ljubljana, 117 str. In digitalne priloge. http://www.natura2000.gov.si/fileadmin/user_upload/Knjiznjica/Studije/monitoring_2010_gnezditvena_sezona_celotno_porocilo_R.pdf"
"3f1a7e034f5936a929079be84b668345","Monitoring populacij izbranih ciljnih vrst ptic - zimsko štetje vodnih ptic - poročilo za leto 2010",2010,"Božič L. (2010): Monitoring populacij izbranih ciljnih vrst ptic - zimsko štetje vodnih ptic - poročilo za leto 2010. DOPPS, Ljubljana, 28 str. in digitalne priloge. http://www.natura2000.gov.si/uploads/tx_library/IWC_DOPPS_2010_porocilo.pdf"
"3f1a7e034f5936a929079be84b668345","Monitoring populacij izbranih vrst ptic - popisi gnezdilk spomladi 2011 in povzetek popisov v obdobju 2010-2011 - končno poročilo",2011,"Denac K. in sod. (2011): Monitoring populacij izbranih vrst ptic - popisi gnezdilk spomladi 2011 in povzetek popisov v obdobju 2010-2011 - končno poročilo. DOPPS, Ljubljana, 321 str. Http://www.natura2000.gov.si/uploads/tx_library/ptice_monitoring_2011_koncno_porocilo1.pdf http://www.natura2000.gov.si/uploads/tx_library/ptice_monitoring_2011_koncno_porocilo2.pdf http://www.natura2000.gov.si/uploads/tx_library/ptice_monitoring_2011_koncno_porocilo3.pdf"
"3f1a7e034f5936a929079be84b668345","Monitoring populacij izbranih vrst ptic - zimsko štetje vodnih ptic poročilo za leto 2011",2011,"Božič L. (2011): Monitoring populacij izbranih vrst ptic - zimsko štetje vodnih ptic poročilo za leto 2011. DOPPS, Ljubljana, 28 str. In digitalne priloge"
"3f1a7e034f5936a929079be84b668345","Monitoring splošno razširjenih vrst ptic za določitev slovenskega indeksa ptic kmetijske krajine - poročilo za 2010 in za 2011",2011,"Kmecl P. in sod. (2011): Monitoring splošno razširjenih vrst ptic za določitev slovenskega indeksa ptic kmetijske krajine - končno poročilo za 2010 in za 2011. DOPPS, Ljubljana, 53 str. In digitalne priloge. http://www.natura2000.gov.si/fileadmin/user_upload/Knjiznjica/Studije/PorociloDOPPS_SIPKK_10_porocilo.pdf"
"3f1a7e034f5936a929079be84b668345","Monitoring populacij izbranih vrst ptic - popis gnezdilk 2012 in 2013 - poročilo",2013,"Denac K. in sod. (2013): Monitoring populacij izbranih vrst ptic - popis gnezdilk 2012 in 2013 - poročilo. DOPPS, Ljubljana, 230 str. In digitalne priloge http://www.natura2000.gov.si/uploads/tx_library/Koncno_porocilo_monitoring_2012-2013_1.pdf http://www.natura2000.gov.si/uploads/tx_library/Koncno_porocilo_monitoring_2012-2013_2.pdf http://www.natura2000.gov.si/uploads/tx_library/Koncno_porocilo_monitoring_2012-2013_3.pdf http://www.natura2000.gov.si/uploads/tx_library/Koncno_porocilo_monitoring_2012-2013-4.pdf"
"3f1a7e034f5936a929079be84b668345","Monitoring splošno razširjenih vrst ptic za določitev slovenskega indeksa ptic kmetijske krajine - poročilo za leto 2012",2012,"Kmecl P. in Figelj J. (2012): Monitoring splošno razširjenih vrst ptic za določitev slovenskega indeksa ptic kmetijske krajine - poročilo za leto 2012. DOPPS, Ljubljana, 136 str. In digitalne priloge"
"ad016042631be2dd1783bd98b1329e9d","Monitoring der Brutvögel Österreichs",2012,"http://www.birdlife.at/unsere-arbeit/artenschutz/monitoring/brutvogelmonitoring/index.html"
"ad016042631be2dd1783bd98b1329e9d","Farmland Bird Index",2010,"Teufelbauer, N. (2010): Der Farmland Bird Index für Österreich - erste Ergebnisse zur Bestandsentwicklung häufiger Vogelarten des Kulturlandes. Egretta 51: 35-50."
"b7fe8dd2ed923dd730a883bbfe2d841c","Atlas de las aves reproductoras de España",2003,"http://www.magrama.gob.es/es/biodiversidad/temas/inventarios-nacionales/inventario-especies-terrestres/inventario-nacional-de-biodiversidad/ieet_aves_atlas.aspx"
"b7fe8dd2ed923dd730a883bbfe2d841c","Cormorán Grande Invernante en España. II Censo Nacional",2004,"http://www.magrama.gob.es/es/biodiversidad/temas/inventarios-nacionales/1_cormoran_grande_2003_tcm7-218214.pdf"
"b7fe8dd2ed923dd730a883bbfe2d841c","El Alzacola en España. I Censo nacional (2004)",2005,"http://www.magrama.gob.es/es/biodiversidad/temas/inventarios-nacionales/2_alzacola_2004_tcm7-218215.pdf"
"b7fe8dd2ed923dd730a883bbfe2d841c","La avutarda común en la Península Ibérica: población actual y método de censo",2005,"http://www.magrama.gob.es/es/biodiversidad/temas/inventarios-nacionales/3_avutarda_2004_tcm7-218216.pdf"
"b7fe8dd2ed923dd730a883bbfe2d841c","La Cigüeña Blanca en España. VI censo internacional (2004)",2005,"http://www.magrama.gob.es/es/biodiversidad/temas/inventarios-nacionales/4_ciguena_blanca_2004_tcm7-218217.pdf"
"b7fe8dd2ed923dd730a883bbfe2d841c","El milano real en España. II Censo Nacional (2004)",2006,"http://www.magrama.gob.es/es/biodiversidad/temas/inventarios-nacionales/5_milano_real_2004_tcm7-218218.pdf"
"b7fe8dd2ed923dd730a883bbfe2d841c","El carricerín real en España. I Censo Nacional (2005)",2006,"http://www.magrama.gob.es/es/biodiversidad/temas/inventarios-nacionales/6_carricerin_real_2005_tcm7-218219.pdf"
"b7fe8dd2ed923dd730a883bbfe2d841c","El escribano palustre en España. I Censo Nacional (2005)",2006,"http://www.magrama.gob.es/es/biodiversidad/temas/inventarios-nacionales/7_escribano_palustre_2005_tcm7-218220.pdf"
"b7fe8dd2ed923dd730a883bbfe2d841c","La ganga ibérica y la ganga ortega en España: población en 2005 y método de censo",2006,"http://www.magrama.gob.es/es/biodiversidad/temas/inventarios-nacionales/8_ganga_y_ortega_2005_tcm7-218221.pdf"
"b7fe8dd2ed923dd730a883bbfe2d841c","El águila perdicera en España. Población en 2005 y método de censo",2006,"http://www.magrama.gob.es/es/biodiversidad/temas/inventarios-nacionales/9_aguila_perdicera_2005_tcm7-218222.pdf"
"b7fe8dd2ed923dd730a883bbfe2d841c","El urogallo en España, Andorra y Pirineos franceses. Situación actual (2005).",2006,"http://www.magrama.gob.es/es/biodiversidad/temas/inventarios-nacionales/10_urogallo_2005_tcm7-218223.pdf"
"b7fe8dd2ed923dd730a883bbfe2d841c","El milano negro en España. I Censo Nacional (2005)",2006,"http://www.magrama.gob.es/es/biodiversidad/temas/inventarios-nacionales/11_milano_negro_2005_tcm7-218224.pdf"
"b7fe8dd2ed923dd730a883bbfe2d841c","El corredor sahariano en España I Censo Nacional (2005-2006)",2006,"http://www.magrama.gob.es/es/biodiversidad/temas/inventarios-nacionales/14_corredor_sahariano_2006_tcm7-218227.pdf"
"b7fe8dd2ed923dd730a883bbfe2d841c","El cormorán moñudo en España. Población en 2006-2007 y método de censo",2007,"http://www.magrama.gob.es/es/biodiversidad/temas/inventarios-nacionales/15_cormoran_monudo_2006_tcm7-218228.pdf"
"b7fe8dd2ed923dd730a883bbfe2d841c","La avutarda hubara en España. Población en 2004-2006 y método de censo",2007,"http://www.magrama.gob.es/es/biodiversidad/temas/inventarios-nacionales/16_hubara_2006_tcm7-218229.pdf"
"b7fe8dd2ed923dd730a883bbfe2d841c","El aguilucho cenizo y el aguilucho pálido en España Población en 2006 y método de censo",2007,"http://www.magrama.gob.es/es/biodiversidad/temas/inventarios-nacionales/17_aguiluchos_cenizo_y_palido_2006_tcm7-218230.pdf"
"7a9acd609d6e9e49dff3f76caa46985c","Weiserbs, A. (2009). Inventaire et surveillance de l’avifaune. Réseau d’information et de surveillance de l’état de l’environnement par bio-indicateurs dans la Région de Bruxelles-Capitale. Rapport final 2009. Aves. 45pp.",2009,"www.leefmilieubrussel.be"
"7a9acd609d6e9e49dff3f76caa46985c","Weiserbs, A. & Derouaux, A. (2011). Inventaire et surveillance de l’avifaune. Réseau d’information et de surveillance de l’état de l’environnement par bio-indicateurs dans la Région de Bruxelles-Capitale. Rapport final 2010. Aves. 73pp.",2011,"www.leefmilieubrussel.be"
"7a9acd609d6e9e49dff3f76caa46985c","Weiserbs, A. ; Lebeau, O. J.-Y. Paquet (2012). Inventaire et surveillance de l’avifaune. Réseau d’information et de surveillance de l’état de l’environnement par bio-indicateurs dans la Région de Bruxelles-Capitale. Rapport final 2011. Aves. 94pp.",2012,"www.leefmilieubrussel.be"
"7a9acd609d6e9e49dff3f76caa46985c","Population trends of common birds in Wallonia from 1990 to 2009. Since 1990, common breeding bird populations in Wallonia (Southern Belgium) are surveyed annually by point count sampling. This scheme monitors evolution of an annual population index for about 80 species and reveals declines or increases of populations. Data are available for 3.311 individual sampling points, spread across Wallonia, with some gaps in the coverage, mainly in Ardennes. The general state of Wallonia common avifauna is similar, with a few exceptions, to that of Europe. Farmland bird group contains a majority of declining species, some of them in strong decrease. Since the last analysis covering the period 1990-2005, some species are currently showing a better evolution (Grey Wagtail, Song Trush, Lesser Whitethroat, Greenfinch), some others show more negative trends (Marsh Tit). Through this long-term program, Wallonia is part of the Pan-European Common Bird Monitoring scheme, gathering information from 21 countries.",2010,"Paquet, J.Y., Jacob, J.-P., Kinet, T. & Vansteenwegen, C. (2010): Les tendances des populations d&oiseaux communs en Wallonie de 1990 à 2009. Aves, 47: 1-19. http://www.aves.be/index.php?id=article_bulletin&tx_natbulletin_pi1[uid]=1339"
"7a9acd609d6e9e49dff3f76caa46985c","Results of the winter waterbirds censuses in Wallonia and Brussels area (Belgium) in 2011-2012 The winter 2011-2012 was mild, except for a major cold wave between end Januray and mi-February. The relatively mild weather supported the wintering of birds such as Cattle Egret Bubulcus ibis and Little Egret Egretta garzetta and unusually high numbers of Gadwall Anas strepera and Shoveler Anas clypeata. The high numbers of Tufted Duck Aythya fuligula and Common Coot Fulica atra, as well as the continuous increase of Canada Goose Branta Canadensis and Great White Egret Casmerodius albus, are also worth mentioning. Some birds were unusually scarce: Winter Teal Anas crecca, Pochard Aythya ferina and the two species of snipes. Some species like the Common Merganser Mergus merganser showed an influx during the cold wave.",2012,"http://www.aves.be/fileadmin/Aves/Bulletins/Articles/49_4/49-4-225.pdf"
"0d8614bcbab10d3411aa794da68a2c3a","Monitoring of the Birds Directive Annex I species and SPAs during the years 2005–2007 in the Czech Republic",2010,"Hora J., Brinke T., Vojtěchovská E., Hanzal V., Kučera Z., eds. (2010): Monitoring of the Birds Directive Annex I species and SPAs during the years 2005–2007 in the Czech Republic. Nature Conservation Agency of the Czech Republic, 2010. 320 pp."
"68f8415419f2da79d7febba1cdfc9ea4","Report on a survey of the influx of migratory Common Quail and Turtle Dove over the Maltese Islands, made in April 2013",2013,"http://msdec.gov.mt/en/Documents/Downloads/WBRU/WBRU%20-%206B.%20Reports%20and%20Statistics%20(Report%201B).pdf"
"0901b8ce540ce2e03d3c6dce344f6956","Results of breeding birds survey after fourth season. 131 species of breeding birds recorded. Since 2005 population size has decreased for 3 species- Bonasa bonasia, Locustella fluviatilis, Carduelis spinus, but has increased for 24 species.",2009,"http://www.lob.lv/download/Putni_daba_2009-1_gala_10-13_Uzskaites.pdf"
"0901b8ce540ce2e03d3c6dce344f6956","Changes in the number of Latvian common birds in the last five years. Short term trends are analysed for 98 breeding bird species. Since 2005 population size has decreased statistically significant for 6 species- Anthus trivialis, Bonasa bonasia, Buteo buteo, Carduelis spinus, Phylloscopus trochilus, Scolopax rusticola, but has increased for 31 species.",2010,"http://www.lob.lv/download/Putni_daba_2010_1-2_GALA_22-27_Uzskaites.pdf"
"6a60d86e4413b6332b183c9bdfe5c143","Fugle 2004-2011 Provides an overvirew of the results from the yearly national monitoring programme of both breeding and migratory birds NOVANA during the period 2004-2011.",2012,"Pihl, S. et al. 2013. Fugle 2004-2011. Videnskabelig rapport fra DCE, Aarhus Universitet."
"ab4b3ff9e2e2a8445c79936ae335361b","Reports of the Estonian Environmental Monitoring Programme 1994 - 2012 (in Estonian)",2012,"http://seire.keskkonnainfo.ee/index.php?option=com_content&view=category&id=1296&Itemid=5748"
"ab4b3ff9e2e2a8445c79936ae335361b","Antso, K. (ed) 2012. Estonian Environmental Monitoring 2007−2010. Estonian Environment Information Centre. 208 pp. (in Estonian)",2012,"http://www.keskkonnainfo.ee/failid/kks0710.pdf"
"ab4b3ff9e2e2a8445c79936ae335361b","Liiv, K. Väljataga, K. (eds) 2012. Estonian Environmental Monitoring 2011. stonian Environment Information Centre. 201 pp.",2012,"http://www.keskkonnainfo.ee/failid/Keskkonnaseire2011_02_01_13.pdf"
"b1ed6d2f207ef8d6f4b5dd99a7d533fe","The State of UK’s Birds 2012",2012,"See http://www.rspb.org.uk/ourwork/science/sotukb/ for reports from 2007-2012. Eaton, M.A., Cuthbert, R., Grice, P.V., Hall, C., Hearn, R.D., Holt, C.A., Knipe, A., Marchant, J., Mavor, R., Moran, N., Mukhida, F., Musgrove, A.J., Noble, D.G., Oppel, S., Risely, K., Small, C., Stroud, D.A., Toms, M. & Wotton, S. 2012. The state of the UK’s birds 2012. RSPB, BTO, WWT, CCW, JNCC, NE, NIEA and SNH; Sandy, Bedfordshire."
"b1ed6d2f207ef8d6f4b5dd99a7d533fe","Waterbirds in the UK. [Annual report of the national Wetland Bird Survey]",2012,"See http://www.bto.org/volunteer-surveys/webs/publications/annual-reports Holt, C.A., Austin, G.E., Calbrade, N.A., Mellan, H.J., Hearn, R.D., Stroud, D.A., Wotton, S.R. & Musgrove, A.J. 2012. Waterbirds in the UK 2010/11: The Wetland Bird Survey. BTO/RSPB/JNCC, Thetford. 183 pp."
"b1ed6d2f207ef8d6f4b5dd99a7d533fe","Seabird Population Trends and Causes of Change: 1986-2012. [Results of Seabird Monitoring Programme]",2013,"JNCC 2013. Seabird Population Trends and Causes of Change: 1986-2012 Report (http://www.jncc.defra.gov.uk/page-3201). Joint Nature Conservation Committee. Updated July 2013."
"b1ed6d2f207ef8d6f4b5dd99a7d533fe","Annual report of the UK Breeding Bird Survey",2012,"See http://www.bto.org/volunteer-surveys/bbs/bbs-publications/bbs-reports for annual reports from 2007- 2011. Risely, K., Massimino, D., Johnston, A., Newson, S.E., Eaton, M.A., Musgrove, A.J., Noble, D.G., Procter, D. & Baillie, S.R. 2012. The Breeding Bird Survey 2011. BTO Research Report 624. British Trust for Ornithology, Thetford."
"b1ed6d2f207ef8d6f4b5dd99a7d533fe","Annual report of the UK Rare Breeding Birds Panel",2012,"See http://www.rbbp.org.uk/rbbp-reports.htm for annual reports from 2007- 2010. Holling, M. & the Rare Breeding Birds Panel 2012. Rare breeding birds in the United Kingdom in 2010. British Birds 105: 352-416."
